LCD (Å),Sacc (m2/gr),Porosity,Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 10 bar (mol/kg)
17.27202,5153.41,0.788467,10.4388785954,56.52173913,0,39.13043478,0,4.347826087,0,0,3.9308311668
9.62631,4705.18,0.731278,11.0234242473,56.52173913,0,39.13043478,0,4.347826087,0,0,5.1946359939
6.84963,4636.5,0.68841,12.3542111938,56.52173913,0,39.13043478,0,4.347826087,0,0,5.5841154025
8.68531,4101.06,0.680711,11.5204280765,56.52173913,0,39.13043478,0,4.347826087,0,0,5.0230015483
15.16941,4588.24,0.791744,9.6717095611,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,3.6363993846
10.44062,3418.6,0.70118,11.1652463813,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,4.4509190811
12.07971,5310.55,0.779889,10.5323205573,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,4.4426209933
10.96667,5279.83,0.740215,10.7408985808,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,3.9510526177
16.93073,4670.05,0.757594,9.4138814109,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,2.9961915575
11.60579,4049.78,0.721113,10.7368050318,52.94117647,0,26.47058824,5.882352941,14.70588235,0,0,3.7449412471
14.16729,4619.31,0.792271,9.903935539,60,0,30,6.666666667,3.333333333,0,0,4.2589541332
9.07405,5137.96,0.792983,12.2606477049,60,0,30,6.666666667,3.333333333,0,0,5.6403240637
11.72548,4365.6,0.769739,9.9433079792,56.25,0,28.125,6.25,9.375,0,0,4.2944171295
9.08924,4381.04,0.771181,13.0916030773,56.25,0,28.125,6.25,9.375,0,0,5.6816160594
9.05409,3849.1,0.709311,13.9753612701,56.25,0,28.125,6.25,9.375,0,0,5.0079945334
15.46544,4093.64,0.792993,10.168392019,57.14285714,0,25,14.28571429,3.571428571,0,0,3.8093199602
10.30192,2947.07,0.697515,11.6023404532,57.14285714,0,25,14.28571429,3.571428571,0,0,4.7472328977
10.32767,4463.91,0.765139,12.0078837262,57.14285714,0,25,14.28571429,3.571428571,0,0,4.5462318044
9.98639,4850.8,0.746935,9.8197015961,54.54545455,0,27.27272727,4.545454545,13.63636364,0,0,3.7986463887
16.64862,4246.06,0.780694,10.850177793,54.54545455,0,27.27272727,4.545454545,13.63636364,0,0,3.5366882687
11.29831,2887.34,0.620456,12.4623688551,54.54545455,0,27.27272727,4.545454545,13.63636364,0,0,3.073859636
5.9875,640.135,0.235099,16.5049695595,54.54545455,0,27.27272727,4.545454545,13.63636364,0,0,3.0551314952
13.42467,4456.45,0.787161,10.9746093878,54.54545455,0,27.27272727,4.545454545,13.63636364,0,0,3.930692408
12.16911,4425.95,0.791682,9.8184131467,60,0,23.33333333,6.666666667,10,0,0,4.2681501363
9.19302,4572.07,0.790727,12.6521782387,60,0,23.33333333,6.666666667,10,0,0,5.6597299058
9.49565,3963.79,0.741698,13.4188186142,60,0,23.33333333,6.666666667,10,0,0,4.9240735147
9.99448,5138.53,0.774168,10.2876897642,59.09090909,0,27.27272727,4.545454545,9.090909091,0,0,4.4661993434
11.50606,2987.89,0.627617,12.6858076218,59.09090909,0,27.27272727,4.545454545,9.090909091,0,0,4.4961795778
6.73349,4041.53,0.711856,13.7123291797,59.09090909,0,27.27272727,4.545454545,9.090909091,0,0,6.0765737231
9.92575,3648.64,0.740154,12.3880998661,58.33333333,0,20.83333333,8.333333333,12.5,0,0,5.0973240862
16.34445,3052.74,0.777072,11.2401852408,58.33333333,0,20.83333333,8.333333333,12.5,0,0,3.4908870012
11.21464,2523.27,0.607104,14.4560083809,58.33333333,0,20.83333333,8.333333333,12.5,0,0,4.3773156319
5.93345,477.816,0.192236,18.8253648624,53.33333333,0,30,6.666666667,10,0,0,2.2862012638
5.36517,1504.67,0.537423,18.9531347269,53.33333333,0,30,6.666666667,10,0,0,5.3917646607
14.64724,5006.57,0.773185,14.0958985872,50,0,36.11111111,5.555555556,8.333333333,0,0,3.9660653822
10.02937,4421.17,0.732319,11.5183429528,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,4.6930065524
13.90018,4910.17,0.791159,8.126284664,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,3.2850560003
17.20583,3393.69,0.770297,14.1408532769,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,4.2373368498
6.6846,3086.75,0.642289,14.6129731573,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,5.4637681946
11.7063,4450.84,0.767358,8.771042235,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,3.574184172
17.74649,3025.71,0.725958,10.6992874704,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,3.069032684
17.27792,4932.75,0.782878,9.4120699016,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,3.686487137
8.54001,3990.05,0.710539,11.3144764261,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,4.9384561118
6.68977,2250.92,0.545397,15.4966009724,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,4.9858919121
6.53683,1751.57,0.519978,17.8611957377,60,0,30,6.666666667,3.333333333,0,0,5.2089614748
11.2815,4269.7,0.747942,9.1991789917,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,3.7303692745
16.97113,2888.85,0.680535,13.4859710532,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,3.5652325366
6.69049,1786.23,0.468819,15.7485354991,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,4.4992880441
13.30505,4464.33,0.783633,8.3681192165,56,0,28,8,8,0,0,3.2838870563
17.23664,3074.05,0.72294,15.5970577884,56,0,28,8,8,0,0,4.1440233066
6.53479,2694.56,0.623882,15.5284495858,56,0,28,8,8,0,0,5.9166663064
10.2403,5449.72,0.703481,10.3692572773,53.84615385,0,42.30769231,0,3.846153846,0,0,4.1882418107
13.82682,6073.06,0.763826,8.1912351768,53.84615385,0,42.30769231,0,3.846153846,0,0,3.0672327936
16.83062,4297.7,0.73958,10.858455337,53.84615385,0,42.30769231,0,3.846153846,0,0,3.7142169293
9.21817,4151.89,0.672227,11.1054864133,53.84615385,0,42.30769231,0,3.846153846,0,0,4.9098955671
12.29863,5462.47,0.797616,9.3742191639,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,3.4972665269
15.78527,3386.59,0.712083,13.9476026369,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,4.1358444634
7.61866,3422.09,0.645714,11.8368037334,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,4.5106056381
6.76018,2005.9,0.521625,17.6867118992,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,5.0163332207
11.23878,4861.4,0.767979,9.9629702526,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,3.7689558054
6.74821,1922.88,0.502895,16.6389942049,53.57142857,0,32.14285714,7.142857143,7.142857143,0,0,4.6352693017
11.00767,4854.11,0.72106,10.2555773981,50,0,41.66666667,5.555555556,2.777777778,0,0,3.5304731828
16.02384,1774.24,0.5288,17.9616460219,50,0,41.66666667,5.555555556,2.777777778,0,0,2.702347587
6.79589,1749.48,0.547123,17.1768237715,53.57142857,0,25,7.142857143,14.28571429,0,0,5.0211801892
10.09556,3906.26,0.718978,11.8185312964,56,0,28,8,8,0,0,4.3418214081
13.81013,4719.43,0.78675,8.2041322076,56,0,28,8,8,0,0,3.14574233
17.21273,3333.33,0.755325,14.6344484724,56,0,28,8,8,0,0,3.9330252809
6.8401,2883.92,0.634794,14.5144999483,56,0,28,8,8,0,0,5.6620688224
14.51457,3237.16,0.69307,12.990914004,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,3.6128832923
8.87327,1766.34,0.460322,14.885164223,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,4.9679888894
7.85248,5406.1,0.777547,10.9866245277,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,5.4805910607
10.98712,4389.61,0.770777,10.2852150952,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,4.7267276626
10.43424,5534.45,0.764164,9.145155182,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.7426283606
10.14008,4548.72,0.746308,10.6275619121,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,4.8760279956
14.13796,4595.25,0.79128,9.1276293859,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.476801809
9.12433,5499.24,0.757528,11.686001533,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,6.1005666801
6.83856,4517.38,0.70392,12.1447579548,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,5.2673694967
10.05156,3877.26,0.700671,11.4167941053,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,4.7799862267
9.61853,3771.63,0.691957,11.1061450768,50,0,20.83333333,8.333333333,20.83333333,0,0,3.701013862
16.3168,3079.38,0.734047,11.1108552991,50,0,20.83333333,8.333333333,20.83333333,0,0,2.8216705199
9.99715,5013.78,0.70416,10.0064561064,50,0,37.5,8.333333333,4.166666667,0,0,3.8042444501
14.02276,6086.23,0.769222,8.1674439374,50,0,37.5,8.333333333,4.166666667,0,0,2.866794882
16.83786,4066.66,0.751322,10.1617979561,50,0,37.5,8.333333333,4.166666667,0,0,3.3279319475
5.99688,3938.11,0.62531,13.9642010098,50,0,37.5,8.333333333,4.166666667,0,0,5.1233639432
9.05075,3344.8,0.624314,12.6667737801,50,0,37.5,8.333333333,4.166666667,0,0,4.4920196289
10.24814,5812.65,0.78624,8.8754538386,50,0,30,15,5,0,0,3.7985824029
11.24385,4539.22,0.769219,9.7773291186,50,0,30,15,5,0,0,4.7280637755
8.62485,5315.98,0.769336,11.2294131211,50,0,30,15,5,0,0,5.6506145896
6.72059,5213.47,0.73994,11.9450557589,50,0,30,15,5,0,0,5.7417560661
10.08199,3960.67,0.724933,10.9465480566,50,0,30,15,5,0,0,4.6762160849
10.16324,5440.35,0.779515,9.2691885033,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,3.8314272945
10.18765,3239.98,0.63259,11.4659251718,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,3.7094949808
9.00067,5151.06,0.774091,12.1068396348,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,6.1331481699
6.73075,4243.97,0.71842,11.8257069296,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,4.9634340518
16.77693,4839.98,0.788769,10.2536355464,50,0,31.81818182,9.090909091,9.090909091,0,0,3.5248793344
10.13689,4027.8,0.721928,11.1607228963,50,0,31.81818182,9.090909091,9.090909091,0,0,4.7708279437
9.12726,4789.2,0.766304,9.2984705073,50,0,31.81818182,9.090909091,9.090909091,0,0,3.9646799675
11.93822,3118.56,0.662623,12.7823382726,55,0,25,10,10,0,0,3.4597580529
6.60324,848.28,0.319073,15.8169686158,55,0,25,10,10,0,0,3.5286891519
14.01,4216.9,0.798631,9.4203048499,55,0,25,10,10,0,0,3.4554569583
8.92965,5265.46,0.779376,12.7503015838,55,0,25,10,10,0,0,6.8891924977
6.78729,4246.71,0.721633,12.3462387154,55,0,25,10,10,0,0,5.5460900418
9.59273,4205.09,0.744402,10.1058325982,60,0,15,20,5,0,0,3.6865770351
14.44685,5264.68,0.791869,8.2181410188,60,0,15,20,5,0,0,2.8343413401
17.26641,3415.73,0.729964,10.0861049649,60,0,15,20,5,0,0,2.8308087817
9.05686,3722.16,0.709459,13.6021270277,60,0,15,20,5,0,0,4.5939353142
14.206,3946.98,0.756466,10.8462132799,60,0,15,20,5,0,0,3.3621036583
6.73106,4086.55,0.721054,12.8977195517,60,0,15,20,5,0,0,5.7162715226
9.47686,4026.18,0.791319,10.0601908953,60,0,15,20,5,0,0,4.6139720563
9.21844,3027.29,0.666249,12.0421069944,60,0,15,20,5,0,0,4.3005435598
9.49002,5497.03,0.743935,9.9744889055,50,0,31.81818182,9.090909091,9.090909091,0,0,4.1490763897
16.34425,5067.48,0.787984,11.037632359,50,0,31.81818182,9.090909091,9.090909091,0,0,3.9104278834
10.53531,3754.43,0.700081,12.5689372688,50,0,31.81818182,9.090909091,9.090909091,0,0,4.7514365105
13.26312,4482.49,0.762192,9.8630144942,50,0,31.81818182,9.090909091,9.090909091,0,0,3.4762229444
9.43017,4063.3,0.691941,11.5179456206,50,0,31.81818182,9.090909091,9.090909091,0,0,4.6906166767
9.65101,3310.66,0.665041,11.8606289122,50,0,31.81818182,9.090909091,9.090909091,0,0,4.4366728375
10.34583,4241.46,0.757486,9.7708409479,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,3.679589888
10.45473,2835.23,0.61025,12.0716807255,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,3.478105733
8.8029,4491,0.749695,13.6820455561,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,6.5222146769
9.78057,5166.23,0.769789,9.5982267583,50,0,20,15,15,0,0,3.7723705787
11.27155,2812.97,0.643652,11.7141733103,50,0,20,15,15,0,0,2.8342100529
6.0138,649.151,0.267183,15.7753385683,50,0,20,15,15,0,0,2.7973000252
9.01083,4204.59,0.74611,12.1300122199,50,0,20,15,15,0,0,5.5551783629
9.64666,4267.28,0.792118,9.3447535583,50,0,20,15,15,0,0,4.060847114
9.38177,4904.68,0.722598,10.4057323758,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,4.0634772388
11.23123,5599.3,0.786638,7.919674082,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,3.0593453618
16.34391,4393.84,0.766127,11.5445635554,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,3.7269638895
9.59134,3452.65,0.668328,13.6938138688,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,4.5242790546
13.41947,3997.19,0.75137,9.6945325496,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,3.1913782239
9.16172,5165.37,0.696036,9.894439131,53.84615385,0,42.30769231,0,3.846153846,0,0,3.7124260153
13.49335,6158.44,0.759067,8.1721995495,53.84615385,0,42.30769231,0,3.846153846,0,0,3.0025137943
16.50418,3947.61,0.712513,9.7211934568,53.84615385,0,42.30769231,0,3.846153846,0,0,2.9164723365
18.56287,5698.92,0.794245,7.3931981673,53.84615385,0,42.30769231,0,3.846153846,0,0,2.6317645834
6.18595,4331.7,0.619921,13.884521045,53.84615385,0,42.30769231,0,3.846153846,0,0,5.9790535555
7.99399,4594.49,0.670631,11.7063025671,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,4.5985828562
13.7605,5169.48,0.736942,9.161398004,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,2.863836201
15.65237,4181.55,0.714478,13.0100595341,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,3.4083421279
11.56731,3902.33,0.706876,11.3310193055,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,3.605910691
8.82994,3661.8,0.710408,10.6655332872,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,4.3453399331
9.88328,4886.36,0.744346,10.1600011315,50,0,27.27272727,13.63636364,9.090909091,0,0,4.0131563367
12.50414,5383.95,0.796773,7.613582318,50,0,27.27272727,13.63636364,9.090909091,0,0,2.8478768656
16.60802,4452.4,0.782286,11.0001397965,50,0,27.27272727,13.63636364,9.090909091,0,0,3.3934998643
9.42265,4112.99,0.745906,11.0413674839,50,0,20.83333333,8.333333333,20.83333333,0,0,3.5622202729
16.30459,3276.24,0.742439,12.2491013266,50,0,20.83333333,8.333333333,20.83333333,0,0,3.2938638588
8.65191,2283.71,0.520949,15.5488051543,50,0,20.83333333,8.333333333,20.83333333,0,0,3.9857883989
16.48948,2653.71,0.626702,20.7343722138,44.82758621,0,37.93103448,13.79310345,3.448275862,0,0,3.0943081423
9.90678,4426.25,0.701996,10.9084176327,50,0,29.16666667,8.333333333,12.5,0,0,4.0379271258
16.8928,3449.31,0.733631,11.5022683408,50,0,29.16666667,8.333333333,12.5,0,0,2.7340681289
9.88684,3545.12,0.645244,11.9935018151,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,4.2039825605
13.71052,3237.03,0.691234,10.9538979322,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,3.1494545683
14.44859,3251.7,0.688128,12.5552692527,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,3.4332443828
8.71741,1862.99,0.45381,14.6372717806,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,4.8004906306
8.20879,5290.91,0.779323,10.7727668948,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,5.3293888687
10.61797,4443.99,0.770855,10.2428446222,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,4.7745282272
12.01954,3270.01,0.646296,11.3943047347,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.1730876668
6.82292,914.828,0.291341,15.0416024777,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.1829471263
9.3612,3890.13,0.702094,11.0944558544,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,4.7390400784
9.93014,4794.94,0.740296,9.7106499371,50,0,31.81818182,9.090909091,9.090909091,0,0,3.6455371409
17.28719,4156.24,0.786021,10.4289972005,50,0,31.81818182,9.090909091,9.090909091,0,0,3.5810071091
10.90077,4077.07,0.707657,11.4320586164,50,0,31.81818182,9.090909091,9.090909091,0,0,4.6171986868
13.97718,4440.3,0.759813,9.5889428021,50,0,31.81818182,9.090909091,9.090909091,0,0,3.2841494391
6.71551,3843.79,0.655454,12.7715122526,50,0,31.81818182,9.090909091,9.090909091,0,0,4.7471201124
16.40578,4584.44,0.751583,12.556290786,52,0,36,8,4,0,0,4.350560392
10.44549,2692.07,0.550176,13.0325960485,52,0,36,8,4,0,0,3.6293823061
6.26229,2872.74,0.569454,14.1731708654,52,0,36,8,4,0,0,4.6879030195
16.40358,3077.45,0.718512,11.1335731906,50,0,20.83333333,8.333333333,20.83333333,0,0,2.6774373012
12.16622,3193.12,0.739966,13.4811131065,50,0,20.83333333,8.333333333,20.83333333,0,0,3.7445916548
6.10785,1912.86,0.614267,17.294371592,50,0,20.83333333,8.333333333,20.83333333,0,0,6.466676043
14.27106,4572.49,0.755708,9.9374078734,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,2.7110794993
8.63886,2315.16,0.48407,13.7349904322,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,3.4198787605
7.41409,1272.57,0.386061,16.4435985564,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,3.0866896947
13.87797,3367.62,0.684795,11.3867868513,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,3.81256611
7.5949,1085.35,0.327487,14.2829331534,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,4.6156810239
8.14885,5349.98,0.795995,10.6603754747,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,5.5799331038
10.63364,4537.08,0.777117,11.0378680999,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,5.2477953831
10.11976,5805.41,0.780671,9.0378344008,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,4.1246218203
11.9469,3227.58,0.648099,11.5311461017,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.2050159388
6.5362,903.706,0.298592,14.9935051302,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,3.2955536543
9.56624,5247.14,0.749112,11.2420459664,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,5.6524321762
7.22737,4429.31,0.707806,11.5725745964,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,5.0406196984
9.65661,3955.62,0.704109,11.3894479309,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,4.7409208462
10.21249,4387,0.736463,11.6080342761,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,4.6240590429
16.86199,4163.64,0.782139,13.1762671668,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,4.46371213
8.95566,4335.72,0.770512,11.1377104246,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,5.5019067161
7.2164,2740.07,0.637494,14.2472707868,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,5.0480125743
10.50622,5484.76,0.785838,8.9451933083,50,0,30,15,5,0,0,3.7808625701
9.96802,4298.15,0.759995,10.9271978906,50,0,30,15,5,0,0,4.4773886591
9.61864,5281.02,0.774355,10.8656646027,50,0,30,15,5,0,0,5.2930054008
7.27139,4537.35,0.724853,11.2352474011,50,0,30,15,5,0,0,4.8319574657
10.45975,4442.52,0.721828,10.0689128588,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,3.8550666003
11.444,5364.27,0.78816,7.758134581,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,2.9992488188
15.67673,4576.35,0.770626,10.7855243735,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,3.6548845362
7.83865,5467.75,0.766254,10.5754456521,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,5.0348419622
14.63032,3356.08,0.679052,13.8779308288,60,0,35,0,5,0,0,3.8149963338
8.90876,1891.03,0.442428,15.7059635491,60,0,35,0,5,0,0,5.1430025821
8.97584,5158.82,0.775681,10.2491651213,60,0,35,0,5,0,0,5.4712418924
7.65508,5621.38,0.757953,11.4323472639,60,0,35,0,5,0,0,5.901685944
10.55634,4623.76,0.750438,10.329394474,60,0,35,0,5,0,0,4.9658242284
17.11818,4693.93,0.790471,10.7254042826,54.54545455,0,31.81818182,0,13.63636364,0,0,3.5318333643
11.66692,3141.99,0.593088,12.3892260991,54.54545455,0,31.81818182,0,13.63636364,0,0,4.0978370724
14.27398,4579.54,0.792522,11.2198240551,54.54545455,0,31.81818182,0,13.63636364,0,0,4.1457241859
6.49372,4481.1,0.700028,12.7848888622,54.54545455,0,31.81818182,0,13.63636364,0,0,5.4237637429
12.73415,5161.95,0.767417,10.0332557673,58.82352941,0,38.23529412,0,2.941176471,0,0,4.2870504701
10.09397,5421,0.705616,10.3101684242,53.84615385,0,42.30769231,0,3.846153846,0,0,4.1569817358
12.92773,6203.76,0.773805,7.6408626484,53.84615385,0,42.30769231,0,3.846153846,0,0,3.0967662016
16.82898,4501.11,0.739134,11.678840721,53.84615385,0,42.30769231,0,3.846153846,0,0,3.8465916178
8.82441,4667.73,0.715871,9.7118580069,53.84615385,0,42.30769231,0,3.846153846,0,0,4.2810610718
7.53349,3248.91,0.763952,13.522565907,56.25,0,18.75,18.75,6.25,0,0,7.2312955639
8.56281,3333.02,0.770703,13.4473289024,63.15789474,0,31.57894737,0,5.263157895,0,0,8.3180474351
7.67376,3388.58,0.734152,13.606108766,63.15789474,0,31.57894737,0,5.263157895,0,0,7.5084195587
6.95975,3640.91,0.689713,14.9759437609,58.53658537,0,36.58536585,2.43902439,2.43902439,0,0,6.7881753609
16.16601,3019.26,0.743058,17.695528695,59.57446809,0,34.04255319,4.255319149,2.127659574,0,0,3.9336671394
11.55949,3865.05,0.73759,14.9211521468,57.2815534,0,34.95145631,3.883495146,3.883495146,0,0,6.1334030522
9.6194,3643.08,0.731872,12.6623400895,53.84615385,0,30.76923077,7.692307692,7.692307692,0,0,4.990608548
9.72459,3318.74,0.716406,13.249036789,51.85185185,0,33.33333333,11.11111111,3.703703704,0,0,4.9896010461
11.01043,4366.07,0.799662,13.988395831,59.25925926,0,29.62962963,7.407407407,3.703703704,0,0,5.8414026311
13.41577,4477.74,0.733302,9.0400596787,41.17647059,0,38.23529412,17.64705882,2.941176471,0,0,3.0400261142
8.40035,5272.89,0.746282,11.4571187882,41.17647059,0,38.23529412,17.64705882,2.941176471,0,0,4.7862322408
13.47296,4379.08,0.768983,9.5717214284,46.66666667,0,30,6.666666667,16.66666667,0,0,3.1651076692
9.1917,5044.27,0.76843,11.0116064209,46.66666667,0,30,6.666666667,16.66666667,0,0,4.3622025257
14.72452,5433.01,0.792044,8.4938617491,51.72413793,0,37.93103448,6.896551724,3.448275862,0,0,3.4417640827
9.51385,6694.68,0.797808,10.3828933502,51.72413793,0,37.93103448,6.896551724,3.448275862,0,0,4.8684274866
13.80406,4141.85,0.795214,10.4165864365,53.33333333,0,23.33333333,13.33333333,10,0,0,3.8885754613
8.39808,4787.18,0.794243,11.5945857883,53.33333333,0,23.33333333,13.33333333,10,0,0,5.2574881529
14.70705,5627.51,0.795573,9.0489310846,47.61904762,0,35.71428571,9.523809524,7.142857143,0,0,3.5641296659
11.93597,5193.41,0.793506,10.2592209436,53.33333333,0,30,13.33333333,3.333333333,0,0,4.232463919
8.73322,5542,0.78498,11.262803838,53.33333333,0,30,13.33333333,3.333333333,0,0,5.3101509738
10.73901,4970.07,0.777804,9.7046137642,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,3.9679852443
8.6545,5290.24,0.776325,11.7446027671,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,5.4538578023
9.57864,6002.97,0.76239,10.7394846645,50,0,40.625,6.25,3.125,0,0,4.8359889655
12.50167,5420.75,0.780417,8.5153701084,48.57142857,0,34.28571429,14.28571429,2.857142857,0,0,3.0580601778
12.38408,4718.76,0.750967,9.3776056709,50,0,37.5,10,2.5,0,0,3.3188323832
9.63313,4654.63,0.734934,12.3845484986,50,0,32.35294118,11.76470588,5.882352941,0,0,5.325904989
9.51169,3962.89,0.73553,12.9871353791,50,0,26.47058824,11.76470588,11.76470588,0,0,5.1425348419
12.39967,4114.08,0.752145,11.5455996978,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,3.1196510038
8.48045,4807.22,0.757096,11.5335435157,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,4.5157359201
9.3315,6218.07,0.771034,10.8832174016,46.66666667,0,36.66666667,13.33333333,3.333333333,0,0,4.9212582047
8.66782,6432.78,0.791029,10.6834029255,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,4.6941351281
8.9905,5424.32,0.790962,10.87497548,53.84615385,0,19.23076923,23.07692308,3.846153846,0,0,4.4436142633
8.67531,6266.52,0.784482,10.5651320547,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,4.503527849
12.60985,5575.29,0.76782,10.1479128993,50,0,40.625,6.25,3.125,0,0,3.9569264133
8.11274,6219.36,0.761888,11.21858752,50,0,40.625,6.25,3.125,0,0,5.3786348214
10.97518,5690.24,0.791467,9.5513679282,46.42857143,0,28.57142857,17.85714286,7.142857143,0,0,3.6777718387
8.69564,5913.15,0.783839,10.7710702515,46.42857143,0,28.57142857,17.85714286,7.142857143,0,0,4.4999647541
7.99424,4709.52,0.756635,11.8525166181,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,4.7150327041
15.06839,5837.17,0.795626,8.3277655148,42.85714286,0,37.14285714,17.14285714,2.857142857,0,0,3.2701634426
9.64172,5251.59,0.743414,10.1720674213,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,4.0496541515
19.38086,4394.22,0.790709,10.1563032912,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,3.4477320394
10.9933,5639.4,0.779649,8.4444024728,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,2.8678434138
8.5713,6224.75,0.783474,10.450602286,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,4.3816022078
11.67158,4425.62,0.763947,10.8342620297,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,3.43359381
8.68605,4761.7,0.762315,11.4992853231,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,4.5218206538
9.93061,5807.06,0.741857,11.7834117053,43.24324324,0,40.54054054,10.81081081,5.405405405,0,0,5.4770508789
10.44275,5381.3,0.791586,11.562343553,53.33333333,0,30,13.33333333,3.333333333,0,0,5.3964287578
8.98402,6072.95,0.762024,10.6681452089,50,0,40.625,6.25,3.125,0,0,4.7176602113
10.09172,4290.26,0.776016,13.3345073801,56,0,32,8,4,0,0,5.8209245558
